iter	Passed	Remaining
143	633	3768
144	639	3771
145	643	3764
146	647	3756
147	650	3743
148	654	3737
149	657	3726
150	660	3712
151	662	3698
152	667	3695
153	670	3685
154	673	3673
155	676	3660
156	679	3647
157	683	3640
158	688	3639
159	690	3627
160	693	3611
161	696	3601
162	700	3598
163	703	3588
164	707	3578
165	710	3568
166	715	3566
167	718	3557
168	720	3544
169	723	3533
170	725	3519
171	730	3515
172	733	3507
173	736	3497
174	739	3484
175	741	3471
176	744	3462
177	747	3450
178	749	3439
179	752	3429
180	755	3417
181	758	3409
182	761	3399
183	764	3390
184	767	3381
185	769	3369
186	772	3358
187	777	3357
188	780	3347
189	782	3336
190	785	3326
191	787	3315
192	791	3307
193	793	3298
194	798	3297
195	801	3288
196	805	3283
197	808	3275
198	811	3265
199	813	3254
200	816	3245
201	820	3240
202	824	3235
203	826	3225
204	829	3216
205	832	3207
206	836	3204
207	839	3195
208	841	3186
209	844	3178
210	847	3168
211	851	3165
212	854	3158
213	857	3150
214	860	3141
215	862	3131
216	868	3134
217	871	3127
218	874	3118
219	876	3108
220	879	3099
221	883	3097
222	886	3089
223	889	3082
224	893	3076
225	897	3072
226	900	3064
227	902	3056
228	905	3048
229	907	3039
230	910	3029
231	914	3025
232	916	3017
233	919	3009
234	921	3000
235	924	2991
236	927	2985
237	929	2976
238	931	2967
239	935	2960
240	937	2952
241	939	2943
242	943	2940
243	946	2932
244	948	2923
245	951	2917
246	953	2908
247	956	2900
248	959	2893
249	961	2884
250	963	2876
251	966	2868
252	968	2859
253	971	2852
254	973	2844
255	976	2837
256	979	2831
257	981	2822
258	983	2815
259	987	2811
260	990	2803
261	992	2796
262	995	2788
263	997	2781
264	999	2773
265	1003	2768
266	1006	2762
267	1008	2754
268	1011	2747
269	1013	2738
270	1015	2731
271	1019	2728
272	1021	2720
273	1023	2711
274	1025	2703
275	1027	2695
276	1029	2687
277	1032	2680
278	1034	2672
279	1036	2665
280	1038	2656
281	1040	2649
282	1042	2641
283	1044	2633
284	1046	2625
285	1049	2620
286	1052	2613
287	1054	2607
288	1057	2600
289	1059	2593
290	1061	2586
291	1064	2581
292	1066	2574
293	1069	2567
294	1071	2560
295	1073	2553
296	1075	2546
297	1080	2546
298	1083	2540
299	1085	2533
300	1088	2528
301	1091	2522
302	1094	2518
303	1097	2511
304	1099	2505
305	1101	2499
306	1104	2492
307	1106	2486
308	1111	2486
309	1114	2480
310	1117	2474
311	1119	2467
312	1122	2462
313	1126	2460
314	1128	2454
315	1131	2448
316	1133	2442
317	1136	2437
318	1138	2431
319	1141	2426
320	1143	2419
321	1146	2413
322	1148	2407
323	1151	2402
324	1155	2399
325	1158	2394
326	1160	2387
327	1162	2381
328	1165	2377
329	1167	2371
330	1170	2366
331	1172	2360
332	1175	2354
333	1177	2348
334	1179	2342
335	1182	2336
336	1185	2333
337	1188	2327
338	1190	2321
339	1193	2315
340	1195	2310
341	1198	2306
342	1203	2304
343	1206	2299
344	1208	2294
345	1211	2289
346	1214	2285
347	1217	2280
348	1219	2274
349	1221	2269
350	1224	2264
351	1227	2259
352	1231	2257
353	1234	2252
354	1236	2246
355	1239	2241
356	1243	2239
357	1250	2243
358	1256	2243
359	1264	2248
360	1274	2256
361	1279	2255
362	1287	2259
363	1294	2260
364	1298	2259
365	1302	2255
366	1306	2253
367	1310	2250
368	1314	2248
369	1318	2244
370	1322	2242
371	1326	2239
372	1329	2235
373	1333	2231
374	1338	2231
375	1341	2226
376	1345	2222
377	1348	2218
378	1351	2215
379	1356	2213
380	1360	2209
381	1363	2205
382	1372	2210
383	1375	2206
384	1376	2199
385	1377	2191
386	1378	2183
387	1379	2176
388	1381	2169
389	1383	2164
390	1385	2157
391	1386	2150
392	1387	2143
393	1388	2136
394	1390	2129
395	1391	2121
396	1392	2114
397	1393	2107
398	1394	2099
399	1395	2092
400	1396	2086
401	1398	2080
402	1399	2073
403	1400	2066
404	1401	2059
405	1403	2052
406	1404	2046
407	1405	2039
408	1406	2032
409	1407	2025
410	1408	2018
411	1409	2011
412	1410	2004
413	1411	1997
414	1414	1994
415	1416	1988
416	1417	1981
417	1418	1974
418	1419	1968
419	1420	1961
420	1421	1954
421	1423	1949
422	1427	1947
423	1433	1947
424	1438	1946
425	1448	1951
426	1452	1949
427	1458	1948
428	1468	1954
429	1474	1954
430	1481	1955
431	1485	1953
432	1492	1954
433	1497	1953
434	1505	1955
435	1512	1955
436	1517	1955
437	1523	1955
438	1528	1953
439	1532	1950
440	1540	1952
441	1546	1952
442	1556	1957
443	1563	1957
444	1569	1957
445	1576	1958
446	1582	1957
447	1587	1956
448	1592	1954
449	1598	1953
450	1605	1954
451	1609	1951
452	1616	1951
453	1621	1949
454	1625	1946
455	1632	1947
456	1637	1946
457	1642	1943
458	1648	1942
459	1652	1940
460	1662	1943
461	1666	1940
462	1671	1938
463	1675	1935
464	1681	1935
465	1685	1931
466	1692	1931
467	1696	1928
468	1700	1925
469	1709	1927
470	1714	1925
471	1718	1922
472	1722	1919
473	1727	1916
474	1730	1912
475	1734	1909
476	1739	1906
477	1742	1903
478	1745	1898
479	1750	1896
480	1754	1892
481	1758	1889
482	1762	1886
483	1767	1883
484	1771	1881
485	1774	1877
486	1779	1874
487	1783	1870
488	1787	1867
489	1791	1864
490	1795	1861
491	1799	1857
492	1802	1854
493	1805	1849
494	1809	1845
495	1814	1843
496	1819	1841
497	1822	1836
498	1826	1833
499	1829	1829
500	1833	1826
501	1837	1822
502	1842	1820
503	1845	1816
504	1849	1812
505	1851	1807
506	1855	1804
507	1858	1800
508	1861	1796
509	1866	1793
510	1869	1789
511	1873	1785
512	1877	1781
513	1879	1777
514	1883	1773
515	1886	1769
516	1889	1765
517	1893	1761
518	1896	1757
519	1899	1753
520	1903	1750
521	1907	1746
522	1910	1742
523	1913	1738
524	1917	1734
525	1921	1731
526	1923	1726
527	1926	1722
528	1929	1717
529	1933	1714
530	1936	1710
531	1940	1706
532	1942	1702
533	1945	1697
534	1949	1694
535	1952	1690
536	1955	1685
537	1957	1681
538	1961	1677
539	1964	1673
540	1967	1669
541	1970	1665
542	1973	1660
543	1976	1657
544	1979	1652
545	1982	1648
546	1985	1644
547	1988	1640
548	1992	1636
549	1995	1633
550	1998	1628
551	2002	1624
552	2004	1620
553	2008	1617
554	2012	1613
555	2015	1609
556	2018	1605
557	2022	1602
558	2025	1598
559	2029	1594
560	2032	1590
561	2035	1586
562	2038	1582
563	2041	1578
564	2045	1574
565	2048	1570
566	2051	1566
567	2055	1563
568	2059	1559
569	2063	1556
570	2066	1552
571	2071	1549
572	2074	1545
573	2077	1541
574	2080	1537
575	2084	1534
576	2087	1530
577	2091	1526
578	2094	1522
579	2096	1518
580	2100	1514
581	2103	1510
582	2105	1506
583	2108	1501
584	2111	1497
585	2114	1493
586	2117	1489
587	2120	1485
588	2122	1481
589	2125	1476
590	2128	1473
591	2131	1468
592	2134	1464
593	2137	1460
594	2139	1456
595	2143	1452
596	2146	1449
597	2149	1444
598	2151	1440
599	2154	1436
600	2158	1432
601	2161	1428
602	2163	1424
603	2166	1420
604	2169	1416
605	2171	1411
606	2174	1407
607	2177	1403
608	2180	1399
609	2182	1395
610	2185	1391
611	2188	1387
612	2192	1384
613	2195	1380
614	2198	1376
615	2201	1372
616	2205	1369
617	2208	1365
618	2211	1361
619	2213	1356
620	2216	1352
621	2220	1349
622	2224	1346
623	2227	1342
624	2231	1338
625	2235	1335
626	2238	1331
627	2241	1327
628	2243	1323
629	2246	1319
630	2249	1315
631	2252	1311
632	2255	1307
633	2257	1303
634	2260	1299
635	2262	1294
636	2266	1291
637	2269	1287
638	2271	1283
639	2274	1279
640	2276	1274
641	2279	1270
642	2282	1267
643	2284	1263
644	2287	1258
645	2289	1254
646	2292	1250
647	2296	1247
648	2298	1243
649	2300	1238
650	2303	1234
651	2305	1230
652	2307	1226
653	2310	1222
654	2312	1218
655	2315	1214
656	2317	1209
657	2320	1206
658	2322	1201
659	2326	1198
660	2329	1194
661	2331	1190
662	2333	1186
663	2336	1182
664	2338	1178
665	2341	1174
666	2344	1170
667	2346	1166
668	2349	1162
669	2351	1158
670	2354	1154
671	2357	1150
672	2359	1146
673	2361	1142
674	2364	1138
675	2366	1134
676	2368	1130
677	2371	1126
678	2374	1122
679	2376	1118
680	2378	1114
681	2380	1109
682	2382	1105
683	2385	1102
684	2388	1098
685	2390	1094
686	2393	1090
687	2395	1086
688	2396	1081
689	2399	1078
690	2401	1074
691	2404	1070
692	2407	1066
693	2409	1062
694	2411	1058
695	2413	1054
696	2418	1051
697	2420	1047
698	2423	1043
699	2425	1039
700	2427	1035
701	2429	1031
702	2431	1027
703	2434	1023
704	2437	1019
705	2439	1015
706	2441	1011
707	2443	1007
708	2446	1004
709	2451	1001
710	2453	997
711	2455	993
712	2458	989
713	2461	985
714	2463	982
715	2467	978
716	2469	974
717	2471	970
718	2473	966
719	2476	963
720	2478	959
721	2480	955
722	2493	955
723	2496	951
724	2498	947
725	2501	944
726	2503	940
727	2505	936
728	2508	932
729	2511	928
730	2514	925
731	2516	921
732	2518	917
733	2520	913
734	2523	909
735	2526	906
736	2529	902
737	2531	898
738	2534	894
739	2535	891
740	2539	887
741	2541	883
742	2544	880
743	2546	876
744	2549	872
745	2551	868
746	2554	865
747	2557	861
748	2559	857
749	2563	854
750	2565	850
751	2569	847
752	2571	843
753	2573	839
754	2575	835
755	2578	832
756	2581	828
757	2583	824
758	2586	821
759	2589	817
760	2591	813
761	2593	810
762	2595	806
763	2599	803
764	2602	799
765	2604	795
766	2606	791
767	2608	788
768	2611	784
769	2616	781
770	2618	777
771	2621	774
772	2623	770
773	2625	766
774	2627	762
775	2630	759
776	2632	755
777	2634	751
778	2637	748
779	2639	744
780	2640	740
781	2642	736
782	2645	733
783	2647	729
784	2649	725
785	2651	721
786	2653	718
787	2655	714
788	2657	710
789	2660	707
790	2662	703
791	2665	699
792	2666	696
793	2668	692
794	2670	688
795	2672	684
796	2675	681
797	2677	677
798	2679	674
799	2681	670
800	2683	666
801	2685	662
802	2687	659
803	2689	655
804	2692	652
805	2694	648
806	2696	644
807	2698	641
808	2700	637
809	2702	633
810	2704	630
811	2706	626
812	2708	623
813	2710	619
814	2712	615
815	2714	612
816	2716	608
817	2718	604
818	2720	601
819	2722	597
820	2724	594
821	2726	590
822	2728	586
823	2730	583
824	2732	579
825	2734	575
826	2737	572
827	2739	568
828	2741	565
829	2743	561
830	2745	558
831	2747	554
832	2748	551
833	2750	547
834	2752	543
835	2754	540
836	2756	536
837	2758	533
838	2760	529
839	2761	526
840	2764	522
841	2767	519
842	2769	515
843	2771	512
844	2773	508
845	2775	505
846	2777	501
847	2779	498
848	2781	494
849	2783	491
850	2785	487
851	2787	484
852	2790	480
853	2792	477
854	2794	473
855	2796	470
856	2798	467
857	2800	463
858	2802	460
859	2804	456
860	2806	453
861	2808	449
862	2809	446
863	2812	442
864	2815	439
865	2817	435
866	2818	432
867	2821	429
868	2823	425
869	2825	422
870	2827	418
871	2829	415
872	2831	411
873	2833	408
874	2835	405
875	2837	401
876	2838	398
877	2841	394
878	2843	391
879	2845	388
880	2847	384
881	2849	381
882	2851	377
883	2853	374
884	2855	371
885	2857	367
886	2859	364
887	2861	360
888	2863	357
889	2865	354
890	2867	350
891	2870	347
892	2873	344
893	2875	340
894	2877	337
895	2879	334
896	2881	330
897	2883	327
898	2886	324
899	2889	321
900	2891	317
901	2893	314
902	2895	311
903	2897	307
904	2899	304
905	2903	301
906	2906	297
907	2908	294
908	2912	291
909	2914	288
910	2918	285
911	2921	281
912	2924	278
913	2927	275
914	2930	272
915	2934	269
916	2937	265
917	2940	262
918	2943	259
919	2946	256
920	2949	253
921	2952	249
922	2955	246
923	2957	243
924	2960	240
925	2965	236
926	2968	233
927	2971	230
928	2974	227
929	2977	224
930	2981	220
931	2984	217
932	2987	214
933	2989	211
934	2992	208
935	2996	204
936	2999	201
937	3001	198
938	3004	195
939	3007	191
940	3011	188
941	3014	185
942	3017	182
943	3020	179
944	3022	175
945	3026	172
946	3031	169
947	3034	166
948	3036	163
949	3040	160
950	3042	156
951	3048	153
952	3051	150
953	3056	147
954	3059	144
955	3061	140
956	3064	137
957	3066	134
958	3071	131
959	3075	128
960	3077	124
961	3080	121
962	3083	118
963	3086	115
964	3089	112
965	3092	108
966	3095	105
967	3098	102
968	3102	99
969	3105	96
970	3108	92
971	3111	89
972	3113	86
973	3119	83
974	3121	80
975	3124	76
976	3127	73
977	3131	70
978	3134	67
979	3136	64
980	3139	60
981	3142	57
982	3144	54
983	3149	51
984	3152	48
985	3155	44
986	3157	41
987	3160	38
988	3165	35
989	3168	32
990	3170	28
991	3173	25
992	3178	22
993	3181	19
994	3184	16
995	3187	12
996	3190	9
997	3195	6
998	3198	3
999	3201	0
